date,day_of_week,is_weekend,google_ads_spend,facebook_ads_spend,email_spend,total_ad_spend,revenue,transactions,avg_order_value
2023-05-28,6,1,1939.62,1564.13,522.38,4026.13,16093.08,243,66.23
2023-05-29,0,0,2483.73,1427.54,498.36,4409.63,18228.08,342,53.3
2023-05-30,1,0,2407.53,1490.79,618.84,4517.16,18613.01,392,47.48
2023-05-31,2,0,2384.79,1754.29,752.69,4891.77,18477.95,392,47.14
2023-06-01,3,0,2404.68,1700.43,446.91,4552.02,19344.73,563,34.36
2023-06-02,4,0,2087.76,1401.74,651.06,4140.56,17618.03,299,58.92
2023-06-03,5,1,2352.37,1614.1,604.42,4570.89,17665.55,359,49.21
2023-06-04,6,1,2361.47,1741.46,568.19,4671.12,16009.98,332,48.22
2023-06-05,0,0,2050.01,1254.22,684.67,3988.9,18318.45,224,81.78
2023-06-06,1,0,2814.73,1693.67,558.39,5066.79,20836.9,393,53.02
2023-06-07,2,0,2387.76,1449.35,464.07,4301.18,16647.95,392,42.47
2023-06-08,3,0,1878.76,1692.84,559.07,4130.67,18410.68,403,45.68
2023-06-09,4,0,2423.59,1422.89,810.87,4657.35,20153.18,328,61.44
2023-06-10,5,1,1924.62,1211.37,582.05,3718.04,14461.07,283,51.1
2023-06-11,6,1,2443.49,1243.61,550.73,4237.83,18357.02,515,35.64
2023-06-12,0,0,2545.22,1575.5,606.67,4727.39,19467.61,329,59.17
2023-06-13,1,0,1941.66,1614.57,616.93,4173.16,17156.41,396,43.32
2023-06-14,2,0,2467.04,1378.48,638.22,4483.74,18474.39,269,68.68
2023-06-15,3,0,2291.97,1683.76,564.87,4540.6,19073.48,314,60.74
2023-06-16,4,0,2404.82,1220.43,683.29,4308.54,18190.57,400,45.48
2023-06-17,5,1,2717.25,1536.19,514.67,4768.11,17922.12,285,62.88
2023-06-18,6,1,2064.57,1303.86,620.65,3989.08,14872.18,293,50.76
2023-06-19,0,0,1901.99,1412.34,418.31,3732.64,17150.72,293,58.53
2023-06-20,1,0,1851.15,1548.81,536.87,3936.83,15738.69,287,54.84
2023-06-21,2,0,1863.12,1363.87,460.67,3687.66,16660.78,401,41.55
2023-06-22,3,0,2074.55,1455.65,502.87,4033.07,16419.97,377,43.55
2023-06-23,4,0,2189.83,1730.42,827.85,4748.1,17504.99,290,60.36
2023-06-24,5,1,2160.26,1410.37,519.11,4089.74,17019.58,365,46.63
2023-06-25,6,1,2315.15,1689.47,504.64,4509.26,17545.19,382,45.93
2023-06-26,0,0,2060.62,1292.97,364.01,3717.6,17317.46,428,40.46
2023-06-27,1,0,2482.49,1621.44,574.63,4678.56,17111.61,316,54.15
2023-06-28,2,0,1956.73,1800.36,564.55,4321.64,17042.78,241,70.72
2023-06-29,3,0,2841.86,1014.28,716.33,4572.47,19263.63,490,39.31
2023-06-30,4,0,2203.19,1345.78,669.22,4218.19,17313.45,345,50.18
2023-07-01,5,1,1748.02,1617.14,521.92,3887.08,17284.93,270,64.02
2023-07-02,6,1,1673.57,1457.67,524.94,3656.18,14929.95,303,49.27
2023-07-03,0,0,2129.25,1569.07,657.75,4356.07,17384.44,319,54.5
2023-07-04,1,0,1907.15,1370.6,490.47,3768.22,15922.48,404,39.41
2023-07-05,2,0,2178.07,1505.28,527.9,4211.25,17094.86,315,54.27
2023-07-06,3,0,2095.54,1453.39,560.79,4109.72,16547.32,344,48.1
2023-07-07,4,0,1921.43,1714.65,718.66,4354.74,17557.99,293,59.92
2023-07-08,5,1,1678.97,1528.55,455.36,3662.88,15278.09,247,61.85
2023-07-09,6,1,1468.3,1541.77,519.41,3529.48,13154.36,173,76.04
2023-07-10,0,0,1778.57,1388.46,607.36,3774.39,14478.56,259,55.9
2023-07-11,1,0,2159.24,1369.92,397.35,3926.51,14446.07,271,53.31
2023-07-12,2,0,1956.37,1377.54,513.3,3847.21,16461.03,317,51.93
2023-07-13,3,0,1508.27,1539.56,429.99,3477.82,14062.49,303,46.41
2023-07-14,4,0,1923.84,1373.1,819.5,4116.44,13933.38,261,53.38
2023-07-15,5,1,1977.41,1511.89,347.68,3836.98,14871.64,316,47.06
2023-07-16,6,1,1586.63,1865.68,444.11,3896.42,16778.97,325,51.63
2023-07-17,0,0,1887.92,1621.49,537.72,4047.13,15948.73,252,63.29
2023-07-18,1,0,1849.32,1378.75,656.55,3884.62,16421.12,411,39.95
2023-07-19,2,0,1479.08,1680.9,493.42,3653.4,15164.63,247,61.4
2023-07-20,3,0,1919.47,1355.76,444.48,3719.71,15278.86,242,63.14
2023-07-21,4,0,1970.59,1026.49,888.12,3885.2,16299.89,334,48.8
2023-07-22,5,1,2117.55,1229.26,355.2,3702.01,13762.6,478,28.79
2023-07-23,6,1,2099.11,1053.5,280.12,3432.73,13903.61,317,43.86
2023-07-24,0,0,1360.07,1354.16,544.0,3258.23,14483.96,230,62.97
2023-07-25,1,0,1482.5,1424.97,449.79,3357.26,13703.38,275,49.83
2023-07-26,2,0,1908.9,1753.42,397.88,4060.2,16609.77,415,40.02
2023-07-27,3,0,1899.14,1480.39,570.84,3950.37,15139.72,337,44.92
2023-07-28,4,0,1890.2,1368.08,724.38,3982.66,14479.6,248,58.39
2023-07-29,5,1,2882.28,1574.7,443.59,4900.57,16444.14,296,55.55
2023-07-30,6,1,1888.57,963.54,371.97,3224.08,11994.5,252,47.6
2023-07-31,0,0,2048.91,1449.87,587.25,4086.03,15429.22,333,46.33
2023-08-01,1,0,1985.46,1553.92,565.02,4104.4,15353.97,333,46.11
2023-08-02,2,0,1885.78,1101.07,490.08,3476.93,15450.96,379,40.77
2023-08-03,3,0,1586.98,1622.6,684.66,3894.24,15175.04,229,66.27
2023-08-04,4,0,1900.55,1458.65,592.99,3952.19,14921.31,319,46.78
2023-08-05,5,1,1432.4,1305.02,347.45,3084.87,13060.6,210,62.19
2023-08-06,6,1,1584.69,1511.8,430.81,3527.3,14294.98,219,65.27
2023-08-07,0,0,1501.72,1836.58,495.44,3833.74,15048.21,251,59.95
2023-08-08,1,0,1663.59,1416.05,524.33,3603.97,14181.06,310,45.75
2023-08-09,2,0,2325.23,1426.59,475.88,4227.7,14108.52,261,54.06
2023-08-10,3,0,1062.56,1282.38,535.21,2880.15,11632.49,234,49.71
2023-08-11,4,0,1820.65,1201.62,574.85,3597.12,13787.18,337,40.91
2023-08-12,5,1,1123.09,1535.04,644.38,3302.51,11412.95,214,53.33
2023-08-13,6,1,1457.58,1195.17,491.78,3144.53,11809.17,309,38.22
2023-08-14,0,0,1918.22,1378.16,611.73,3908.11,14529.74,235,61.83
2023-08-15,1,0,1603.32,1265.81,534.27,3403.4,14089.47,311,45.3
2023-08-16,2,0,1253.33,1454.68,545.68,3253.69,13047.1,251,51.98
2023-08-17,3,0,1354.8,1423.2,556.98,3334.98,13734.85,260,52.83
2023-08-18,4,0,1766.14,1561.6,744.77,4072.51,14495.26,306,47.37
2023-08-19,5,1,1336.16,1249.75,564.27,3150.18,9745.63,174,56.01
2023-08-20,6,1,1613.34,1295.49,632.92,3541.75,11444.19,253,45.23
2023-08-21,0,0,1555.34,1151.47,519.65,3226.46,12921.78,220,58.74
2023-08-22,1,0,1339.59,1256.16,570.9,3166.65,11599.98,317,36.59
2023-08-23,2,0,2171.79,1418.33,491.03,4081.15,15205.09,297,51.2
2023-08-24,3,0,1712.47,1492.16,644.01,3848.64,15449.39,223,69.28
2023-08-25,4,0,908.57,1154.27,632.36,2695.2,12980.23,325,39.94
2023-08-26,5,1,1566.01,1510.61,680.09,3756.71,12282.43,284,43.25
2023-08-27,6,1,1305.65,1605.86,495.98,3407.49,13399.6,243,55.14
2023-08-28,0,0,1754.17,1415.5,356.92,3526.59,13629.42,263,51.82
2023-08-29,1,0,1255.09,1706.31,512.81,3474.21,12709.63,238,53.4
2023-08-30,2,0,1452.99,1174.38,431.89,3059.26,11923.06,217,54.94
2023-08-31,3,0,1633.61,1078.44,584.06,3296.11,12577.05,223,56.4
2023-09-01,4,0,1736.7,969.91,634.74,3341.35,12559.72,206,60.97
2023-09-02,5,1,1111.9,1623.21,455.38,3190.49,11540.38,213,54.18
2023-09-03,6,1,1366.82,1453.26,311.05,3131.13,11620.6,244,47.63
2023-09-04,0,0,1320.01,1309.72,454.77,3084.5,12374.9,218,56.77
2023-09-05,1,0,1261.99,1375.32,257.61,2894.92,12571.44,182,69.07
2023-09-06,2,0,1983.27,1092.78,341.61,3417.66,14406.16,296,48.67
2023-09-07,3,0,1570.94,1805.63,576.04,3952.61,14623.18,363,40.28
2023-09-08,4,0,1067.16,1340.99,778.58,3186.73,10666.61,175,60.95
2023-09-09,5,1,1716.92,1335.73,542.55,3595.2,9552.73,196,48.74
2023-09-10,6,1,2074.52,1457.78,403.3,3935.6,13784.28,488,28.25
2023-09-11,0,0,1744.08,1407.65,495.23,3646.96,11899.71,204,58.33
2023-09-12,1,0,975.17,1355.1,499.64,2829.91,11412.79,256,44.58
2023-09-13,2,0,1282.52,1151.17,384.16,2817.85,10644.8,217,49.05
2023-09-14,3,0,1804.84,1402.55,650.34,3857.73,11685.72,219,53.36
2023-09-15,4,0,1209.62,1683.71,787.74,3681.07,13383.59,258,51.87
2023-09-16,5,1,1552.38,1575.5,477.9,3605.78,12736.83,223,57.12
2023-09-17,6,1,1649.12,1624.21,502.69,3776.02,11681.84,256,45.63
2023-09-18,0,0,1136.31,1202.55,520.84,2859.7,9078.23,165,55.02
2023-09-19,1,0,1394.37,1106.16,295.83,2796.36,11258.72,238,47.31
2023-09-20,2,0,500.0,1278.26,475.28,2253.54,10835.69,189,57.33
2023-09-21,3,0,1101.11,1313.96,431.8,2846.87,10168.21,181,56.18
2023-09-22,4,0,1331.02,1521.1,599.84,3451.96,12760.87,314,40.64
2023-09-23,5,1,1031.0,963.28,471.89,2466.17,9936.16,163,60.96
2023-09-24,6,1,1893.77,1607.26,679.77,4180.8,13424.68,301,44.6
2023-09-25,0,0,973.89,1269.38,564.08,2807.35,11550.2,199,58.04
2023-09-26,1,0,1269.99,1215.29,442.88,2928.16,10842.76,202,53.68
2023-09-27,2,0,1440.47,1098.0,557.26,3095.73,13288.02,194,68.49
2023-09-28,3,0,1833.05,969.25,639.94,3442.24,12604.75,264,47.75
2023-09-29,4,0,969.51,1464.72,792.46,3226.69,11902.63,256,46.49
2023-09-30,5,1,1749.0,1314.68,505.96,3569.64,10992.93,221,49.74
2023-10-01,6,1,1403.08,1042.01,435.31,2880.4,10311.21,220,46.87
2023-10-02,0,0,1105.69,1041.03,569.82,2716.54,10458.63,180,58.1
2023-10-03,1,0,1539.08,1232.99,539.35,3311.42,12296.3,363,33.87
2023-10-04,2,0,1460.66,1634.12,589.52,3684.3,14678.41,372,39.46
2023-10-05,3,0,1221.54,1248.62,563.52,3033.68,10515.65,267,39.38
2023-10-06,4,0,1423.39,1000.19,804.96,3228.54,10550.7,177,59.61
2023-10-07,5,1,1287.88,1252.01,446.48,2986.37,12336.15,184,67.04
2023-10-08,6,1,1438.72,1247.01,631.74,3317.47,11140.21,228,48.86
2023-10-09,0,0,1604.68,762.64,519.76,2887.08,11234.2,233,48.22
2023-10-10,1,0,1883.4,1291.67,707.53,3882.6,14489.68,286,50.66
2023-10-11,2,0,1037.97,1256.92,431.08,2725.97,10833.36,176,61.55
2023-10-12,3,0,2051.13,1442.98,673.6,4167.71,15822.41,389,40.67
2023-10-13,4,0,827.66,1674.22,719.79,3221.67,12630.83,241,52.41
2023-10-14,5,1,1370.0,1530.49,434.86,3335.35,10998.74,184,59.78
2023-10-15,6,1,1594.46,1252.21,451.61,3298.28,13702.48,249,55.03
2023-10-16,0,0,1504.85,1085.55,467.97,3058.37,11603.06,224,51.8
2023-10-17,1,0,1236.51,1822.45,542.42,3601.38,13607.82,227,59.95
2023-10-18,2,0,1363.82,1320.6,552.28,3236.7,12691.41,553,22.95
2023-10-19,3,0,1281.47,1312.57,442.63,3036.67,13423.0,236,56.88
2023-10-20,4,0,1255.83,1306.06,697.56,3259.45,13893.04,320,43.42
2023-10-21,5,1,1690.97,1351.65,714.23,3756.85,12259.0,387,31.68
2023-10-22,6,1,1546.8,1284.36,672.75,3503.91,11058.2,201,55.02
2023-10-23,0,0,1235.6,1199.76,543.63,2978.99,12491.82,196,63.73
2023-10-24,1,0,1717.3,1206.43,503.8,3427.53,12307.42,253,48.65
2023-10-25,2,0,1543.71,1310.62,512.0,3366.33,14836.37,249,59.58
2023-10-26,3,0,1699.65,1209.91,561.35,3470.91,13191.01,199,66.29
2023-10-27,4,0,1649.11,1177.5,597.72,3424.33,12597.98,199,63.31
2023-10-28,5,1,1216.11,1342.89,474.26,3033.26,11330.95,171,66.26
2023-10-29,6,1,1301.51,1272.19,333.14,2906.84,9742.94,170,57.31
2023-10-30,0,0,1698.65,1625.62,539.92,3864.19,12776.37,252,50.7
2023-10-31,1,0,1662.64,796.31,564.72,3023.67,13682.51,403,33.95
2023-11-01,2,0,2478.47,1546.55,451.68,4476.7,19495.26,410,47.55
2023-11-02,3,0,2525.31,1579.25,657.4,4761.96,19480.53,469,41.54
2023-11-03,4,0,2878.93,917.2,577.42,4373.55,20725.88,289,71.72
2023-11-04,5,1,2323.83,1265.23,353.56,3942.62,18715.28,388,48.24
2023-11-05,6,1,2671.24,1261.42,522.45,4455.11,19131.24,373,51.29
2023-11-06,0,0,2452.42,1056.19,604.71,4113.32,20655.26,372,55.52
2023-11-07,1,0,2453.88,1184.16,668.39,4306.43,19191.52,381,50.37
2023-11-08,2,0,2855.07,1119.7,454.11,4428.88,19049.14,285,66.84
2023-11-09,3,0,2779.45,1694.39,607.87,5081.71,22868.8,522,43.81
2023-11-10,4,0,2782.4,1533.25,696.15,5011.8,20929.91,403,51.94
2023-11-11,5,1,2936.66,1602.65,482.74,5022.05,19325.52,454,42.57
2023-11-12,6,1,2558.12,1494.94,588.37,4641.43,20120.43,547,36.78
2023-11-13,0,0,2763.34,1127.11,565.23,4455.68,21132.54,482,43.84
2023-11-14,1,0,2472.73,1250.37,342.36,4065.46,20448.33,412,49.63
2023-11-15,2,0,2670.26,1455.54,647.65,4773.45,23201.51,508,45.67
2023-11-16,3,0,2541.28,1115.68,638.01,4294.97,19652.2,456,43.1
2023-11-17,4,0,2616.87,1505.19,637.44,4759.5,21995.64,612,35.94
2023-11-18,5,1,2773.88,1317.05,539.58,4630.51,19150.09,389,49.23
2023-11-19,6,1,2357.55,1292.71,549.4,4199.66,18535.0,530,34.97
2023-11-20,0,0,3238.54,1512.47,526.07,5277.08,23854.42,414,57.62
2023-11-21,1,0,2316.94,1461.77,444.97,4223.68,20873.03,411,50.79
2023-11-22,2,0,2262.52,1303.4,432.84,3998.76,20585.12,581,35.43
2023-11-23,3,0,2982.35,1610.17,497.44,5089.96,23124.47,493,46.91
2023-11-24,4,0,2880.66,1164.84,817.27,4862.77,21176.73,499,42.44
2023-11-25,5,1,2838.76,1507.03,554.36,4900.15,18922.16,356,53.15
2023-11-26,6,1,2848.48,1505.28,462.94,4816.7,18677.92,295,63.31
2023-11-27,0,0,2664.86,1327.6,577.17,4569.63,19274.64,617,31.24
2023-11-28,1,0,2408.02,1457.63,215.15,4080.8,22659.82,443,51.15
2023-11-29,2,0,2708.69,1145.09,614.88,4468.66,20076.45,415,48.38
2023-11-30,3,0,2491.65,1583.07,326.03,4400.75,20936.67,369,56.74
2023-12-01,4,0,2996.27,1364.26,663.76,5024.29,21944.55,421,52.12
2023-12-02,5,1,2668.64,1299.71,388.03,4356.38,19511.52,459,42.51
2023-12-03,6,1,2474.22,1617.09,370.53,4461.84,20128.29,430,46.81
2023-12-04,0,0,2634.65,1269.49,616.08,4520.22,22305.39,531,42.01
